,brewery_id,breweries,in_business,city,state,latitude,longitude,brewery_type,phone,website,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
4895,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,KPC078,,Juicy Jay,American-Style India Pale Ale,7.0,68.0,N,IPA
4896,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,u8MT1Y,,Maple Canyon,American-Style Brown Ale,5.7,35.0,N,Ale
4897,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,lJq3e5,,Midwood Funk You Up,American-Style Sour Ale,5.9,11.0,N,Ale
4898,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,4Yq3iA,,Naughty by Nectar,American-Style India Pale Ale,7.0,64.0,N,IPA
4899,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,JueWlq,,Oaktoberfest,American-Style Märzen / Oktoberfest,5.7,25.0,N,Other
4900,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,jq0flm,,Peppa King Porter,Brown Porter,6.3,33.0,N,Porter
4901,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,5JMJ0r,Year Round,Persephone,French & Belgian-Style Saison,5.4,26.0,N,Saison
4902,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,6LHOqT,,Project Pils,American-Style Pilsener,4.8,22.0,N,Other
4903,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,M1pw1Q,,Razzie Fresh,French & Belgian-Style Saison,7.0,35.0,N,Saison
4904,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,QBFmCt,,"Red Rover, Red Rover",Irish-Style Red Ale,5.5,28.0,N,Ale
4905,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,9D0L5M,,Rise And Grind,Brown Porter,7.1,37.0,N,Porter
4906,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,pQciWx,,Slainte,Classic Irish-Style Dry Stout,6.0,40.0,N,Stout
4907,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,r0ekpG,,Slow Boat to India,Session India Pale Ale,4.0,32.0,N,IPA
4908,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,GZ7RA2,,Sunny Day Saison,French & Belgian-Style Saison,8.0,39.0,N,Saison
4909,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,jhAq3B,,System of a Brown,American-Style Brown Ale,5.2,40.0,N,Ale
4910,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,ssqFJT,,The Jungle Bock,South German-Style Weizenbock / Weissbock,8.0,21.0,N,Other
4911,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,1vforA,,Weekend Warrior V2,American-Style Pilsener,4.3,22.0,N,Other
4912,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,VCZ3Su,,Winnie the Brew,Imperial or Double India Pale Ale,10.2,95.0,N,IPA
4913,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,D6tuNW,,Wittastic Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.7,17.0,N,Other
4914,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,ho33kA,,Apple Bottom Trees,American-Style Sour Ale,,,N,Ale
4915,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,QgFkcH,,Banjo The Sea Monkey,American-Style Sour Ale,5.4,32.0,N,Ale
4916,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,6hEZgp,,Basil and the Bees,French & Belgian-Style Saison,7.0,26.0,N,Saison
4917,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,rVg0vG,,Battle of the Berries,French & Belgian-Style Saison,6.6,28.0,N,Saison
4918,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,Dc9Q0Z,,Berry Fairy,French & Belgian-Style Saison,5.5,27.0,N,Saison
4919,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,yTSI4e,,Black Oat,Oatmeal Stout,6.5,42.0,N,Stout
4920,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,koq5Eh,,Buddy's Brown Ale,American-Style Brown Ale,6.5,32.0,N,Ale
4921,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,cTtZh6,,By Vine And Stave,French & Belgian-Style Saison,6.6,21.0,N,Saison
4922,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,blWiwI,,"Cantaloupe, Won’t Elope",Fruit Wheat Ale or Lager with or without Yeast,5.8,23.0,N,Other
4923,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,SFb2JR,,Carolina Sparkle Party,Berliner-Style Weisse (Wheat),4.0,8.0,N,Other
4924,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,7WHrcL,,Cherry Go Round,Leipzig-Style Gose,,,N,Other
4925,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,PiNuem,,Cow Tipper,Sweet or Cream Stout,6.6,29.0,N,Stout
4926,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,urv8op,,Crease Monkey,South German-Style Hefeweizen / Hefeweissbier,5.0,14.0,N,Hefeweizen
4927,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,M9jTvD,,Daisy Chain,American-Style India Pale Ale,5.9,54.0,N,IPA
4928,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,i5TBxh,,Dos Amigos,Vienna-Style Lager,5.0,,N,Lager
4929,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,tmepOr,,Earthbound and Down,Belgian-Style Blonde Ale,7.3,24.0,N,Ale
4930,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,MMN2IG,,Easy Rye-der,American-Style India Pale Ale,7.9,78.0,N,IPA
4931,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,5t8rGj,,Freedom Park Pale Ale,American-Style Pale Ale,5.2,40.0,N,Pale Ale
4932,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,FTpq3S,,Ginseng is for Lovers,Contemporary Gose,5.4,5.0,N,Other
4933,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,eFOd0b,,Girls Gose Wild,Leipzig-Style Gose,4.6,8.0,N,Other
4934,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,ZBCdEK,,Green Cow,Imperial or Double India Pale Ale,7.9,77.0,N,IPA
4935,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,MGeAcy,,Hot Fuzz (Jalapeno-Peach Sour),American-Style Sour Ale,5.7,13.0,N,Ale
4936,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,BXo9u1,,Jenny Girl,American-Style Stout,6.8,43.0,N,Stout
4937,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,Kx3PMA,,Juan Direction,Contemporary Gose,4.3,9.0,N,Other
4938,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,KPC078,,Juicy Jay,American-Style India Pale Ale,7.0,68.0,N,IPA
4939,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,u8MT1Y,,Maple Canyon,American-Style Brown Ale,5.7,35.0,N,Ale
4940,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,lJq3e5,,Midwood Funk You Up,American-Style Sour Ale,5.9,11.0,N,Ale
4941,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,4Yq3iA,,Naughty by Nectar,American-Style India Pale Ale,7.0,64.0,N,IPA
4942,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,JueWlq,,Oaktoberfest,American-Style Märzen / Oktoberfest,5.7,25.0,N,Other
4943,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,jq0flm,,Peppa King Porter,Brown Porter,6.3,33.0,N,Porter
4944,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,5JMJ0r,Year Round,Persephone,French & Belgian-Style Saison,5.4,26.0,N,Saison
4945,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,6LHOqT,,Project Pils,American-Style Pilsener,4.8,22.0,N,Other
4946,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,M1pw1Q,,Razzie Fresh,French & Belgian-Style Saison,7.0,35.0,N,Saison
4947,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,QBFmCt,,"Red Rover, Red Rover",Irish-Style Red Ale,5.5,28.0,N,Ale
4948,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,9D0L5M,,Rise And Grind,Brown Porter,7.1,37.0,N,Porter
4949,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,pQciWx,,Slainte,Classic Irish-Style Dry Stout,6.0,40.0,N,Stout
4950,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,r0ekpG,,Slow Boat to India,Session India Pale Ale,4.0,32.0,N,IPA
4951,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,GZ7RA2,,Sunny Day Saison,French & Belgian-Style Saison,8.0,39.0,N,Saison
4952,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,jhAq3B,,System of a Brown,American-Style Brown Ale,5.2,40.0,N,Ale
4953,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,ssqFJT,,The Jungle Bock,South German-Style Weizenbock / Weissbock,8.0,21.0,N,Other
4954,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,1vforA,,Weekend Warrior V2,American-Style Pilsener,4.3,22.0,N,Other
4955,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,VCZ3Su,,Winnie the Brew,Imperial or Double India Pale Ale,10.2,95.0,N,IPA
4956,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,D6tuNW,,Wittastic Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.7,17.0,N,Other
4957,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,ho33kA,,Apple Bottom Trees,American-Style Sour Ale,,,N,Ale
4958,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,QgFkcH,,Banjo The Sea Monkey,American-Style Sour Ale,5.4,32.0,N,Ale
4959,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,6hEZgp,,Basil and the Bees,French & Belgian-Style Saison,7.0,26.0,N,Saison
4960,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,rVg0vG,,Battle of the Berries,French & Belgian-Style Saison,6.6,28.0,N,Saison
4961,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,Dc9Q0Z,,Berry Fairy,French & Belgian-Style Saison,5.5,27.0,N,Saison
4962,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,yTSI4e,,Black Oat,Oatmeal Stout,6.5,42.0,N,Stout
4963,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,koq5Eh,,Buddy's Brown Ale,American-Style Brown Ale,6.5,32.0,N,Ale
4964,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,cTtZh6,,By Vine And Stave,French & Belgian-Style Saison,6.6,21.0,N,Saison
4965,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,blWiwI,,"Cantaloupe, Won’t Elope",Fruit Wheat Ale or Lager with or without Yeast,5.8,23.0,N,Other
4966,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,SFb2JR,,Carolina Sparkle Party,Berliner-Style Weisse (Wheat),4.0,8.0,N,Other
4967,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,7WHrcL,,Cherry Go Round,Leipzig-Style Gose,,,N,Other
4968,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,PiNuem,,Cow Tipper,Sweet or Cream Stout,6.6,29.0,N,Stout
4969,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,urv8op,,Crease Monkey,South German-Style Hefeweizen / Hefeweissbier,5.0,14.0,N,Hefeweizen
4970,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,M9jTvD,,Daisy Chain,American-Style India Pale Ale,5.9,54.0,N,IPA
4971,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,i5TBxh,,Dos Amigos,Vienna-Style Lager,5.0,,N,Lager
4972,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,tmepOr,,Earthbound and Down,Belgian-Style Blonde Ale,7.3,24.0,N,Ale
4973,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,MMN2IG,,Easy Rye-der,American-Style India Pale Ale,7.9,78.0,N,IPA
4974,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,5t8rGj,,Freedom Park Pale Ale,American-Style Pale Ale,5.2,40.0,N,Pale Ale
4975,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,FTpq3S,,Ginseng is for Lovers,Contemporary Gose,5.4,5.0,N,Other
4976,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,eFOd0b,,Girls Gose Wild,Leipzig-Style Gose,4.6,8.0,N,Other
4977,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,ZBCdEK,,Green Cow,Imperial or Double India Pale Ale,7.9,77.0,N,IPA
4978,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,MGeAcy,,Hot Fuzz (Jalapeno-Peach Sour),American-Style Sour Ale,5.7,13.0,N,Ale
4979,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,BXo9u1,,Jenny Girl,American-Style Stout,6.8,43.0,N,Stout
4980,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,Kx3PMA,,Juan Direction,Contemporary Gose,4.3,9.0,N,Other
4981,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,KPC078,,Juicy Jay,American-Style India Pale Ale,7.0,68.0,N,IPA
4982,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,u8MT1Y,,Maple Canyon,American-Style Brown Ale,5.7,35.0,N,Ale
4983,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,lJq3e5,,Midwood Funk You Up,American-Style Sour Ale,5.9,11.0,N,Ale
4984,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,4Yq3iA,,Naughty by Nectar,American-Style India Pale Ale,7.0,64.0,N,IPA
4985,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,JueWlq,,Oaktoberfest,American-Style Märzen / Oktoberfest,5.7,25.0,N,Other
4986,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,jq0flm,,Peppa King Porter,Brown Porter,6.3,33.0,N,Porter
4987,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,5JMJ0r,Year Round,Persephone,French & Belgian-Style Saison,5.4,26.0,N,Saison
4988,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,6LHOqT,,Project Pils,American-Style Pilsener,4.8,22.0,N,Other
4989,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,M1pw1Q,,Razzie Fresh,French & Belgian-Style Saison,7.0,35.0,N,Saison
4990,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,QBFmCt,,"Red Rover, Red Rover",Irish-Style Red Ale,5.5,28.0,N,Ale
4991,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,9D0L5M,,Rise And Grind,Brown Porter,7.1,37.0,N,Porter
4992,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,pQciWx,,Slainte,Classic Irish-Style Dry Stout,6.0,40.0,N,Stout
4993,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,r0ekpG,,Slow Boat to India,Session India Pale Ale,4.0,32.0,N,IPA
4994,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,GZ7RA2,,Sunny Day Saison,French & Belgian-Style Saison,8.0,39.0,N,Saison
4995,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,jhAq3B,,System of a Brown,American-Style Brown Ale,5.2,40.0,N,Ale
4996,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,ssqFJT,,The Jungle Bock,South German-Style Weizenbock / Weissbock,8.0,21.0,N,Other
4997,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,1vforA,,Weekend Warrior V2,American-Style Pilsener,4.3,22.0,N,Other
4998,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,VCZ3Su,,Winnie the Brew,Imperial or Double India Pale Ale,10.2,95.0,N,IPA
4999,A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,,http://Www.legionbrewing.com,D6tuNW,,Wittastic Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.7,17.0,N,Other
5000,eu1cAn,Bull City Burger and Brewery,Y,Durham,North Carolina,35.995445000000004,-78.899939,Brewpub,919-680-2333,http://www.bullcityburgerandbrewery.com/,EjOjVD,,Bartlett's Ordinary,Ordinary Bitter,,,N,Other
5001,eu1cAn,Bull City Burger and Brewery,Y,Durham,North Carolina,35.995445000000004,-78.899939,Brewpub,919-680-2333,http://www.bullcityburgerandbrewery.com/,2Joxcd,,Bennett,Extra Special Bitter,,,N,Other
5002,eu1cAn,Bull City Burger and Brewery,Y,Durham,North Carolina,35.995445000000004,-78.899939,Brewpub,919-680-2333,http://www.bullcityburgerandbrewery.com/,ngNLJl,,BIPA,American-Style India Pale Ale,7.5,,N,IPA
5003,eu1cAn,Bull City Burger and Brewery,Y,Durham,North Carolina,35.995445000000004,-78.899939,Brewpub,919-680-2333,http://www.bullcityburgerandbrewery.com/,wjCurS,,Boars,Specialty Beer,,,N,Other
5004,eu1cAn,Bull City Burger and Brewery,Y,Durham,North Carolina,35.995445000000004,-78.899939,Brewpub,919-680-2333,http://www.bullcityburgerandbrewery.com/,yrbQq7,,Bonnie Brae,Specialty Beer,,,N,Other
