,brewery_id,beer_id,availability,beer_name,beer_style,abv,ibu,is_retired,master_style
2908,3Rjk1o,U23f8M,Summer,Tea Off Wheat Ale,American-Style Wheat Beer,,,N,Wheat Beer
2909,3Rjk1o,ZcfhtX,,Trade & Tryon,Other Belgian-Style Ales,6.7,62.0,N,Other
2910,Rew3Ib,mEvbWO,,Conquest IPA,American-Style India Pale Ale,6.1,,N,IPA
2911,Rew3Ib,OYePfp,,Irie Tropic Stout,American-Style Stout,7.4,,N,Stout
2912,Rew3Ib,0sNDpG,,Iron Binnacle Baltic Porter,Baltic-Style Porter,8.4,,N,Porter
2913,Rew3Ib,9vCnMx,,LemonGrass Wheat Ale,South German-Style Hefeweizen / Hefeweissbier,5.6,,N,Hefeweizen
2914,Rew3Ib,FVoq88,,Moondog Extra Special Bitter Ale,Extra Special Bitter,,,N,Other
2915,Rew3Ib,XbTzDW,,Olsch,German-Style Kölsch / Köln-Style Kölsch,4.8,,N,Other
2916,Rew3Ib,dC61yh,,Santas Little Sledgehammer,Herb and Spice Beer,10.0,,N,Other
2917,zjHu4E,sgPemr,,New Anthem Beer Project - 11th & Folsom,American-Style India Pale Ale,6.3,,N,IPA
2918,ueswRW,X31566,,Porter w/Figs & Molasses,Brown Porter,7.0,,N,Porter
2919,zwAzew,HODISm,,Abby's Amber Ale,American-Style Amber/Red Ale,6.0,31.7,N,Ale
2920,zwAzew,6df6ZQ,,Black Chicken Brown Cow,American-Style Imperial Stout,,,N,Stout
2921,zwAzew,8LNiv5,,Double Dubbel,Belgian-Style Dubbel,8.4,38.5,N,Other
2922,zwAzew,W1eule,,Fat Charley’s Raspberry Chocolate Stout,American-Style Imperial Stout,10.0,50.7,N,Stout
2923,zwAzew,tUWetZ,,FFF Holiday Ale,Herb and Spice Beer,10.4,41.0,N,Other
2924,zwAzew,7u8tmv,,Field of Dreams Peaches and Cream,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.5,,N,Other
2925,zwAzew,2JWr1k,,Give Em Hell,American-Style Amber/Red Ale,10.4,,N,Ale
2926,zwAzew,dWJjy2,,Gourd Rocker,Herb and Spice Beer,9.4,,N,Other
2927,JKx7GQ,hY6r9z,Limited,North Carolina Gose West,Leipzig-Style Gose,,,N,Other
2928,zwAzew,f4UUJL,,Revelation Pale Ale,American-Style Pale Ale,6.0,36.7,N,Pale Ale
2929,zwAzew,zsnChM,,Richard's Black EyePA,American-Style Black Ale,8.3,76.1,N,Ale
2930,zwAzew,kf6X4W,,Sexy Rexy Red Rye,Rye Ale or Lager with or without Yeast,7.0,40.4,N,Other
2931,zwAzew,thw6cD,,Sparkky’s Coffee Chocolate Milk Stout,Sweet or Cream Stout,12.1,,N,Stout
2932,zwAzew,2klg9u,,Steak Cake Stout,American-Style Stout,10.0,51.9,N,Stout
2933,zwAzew,MypLDx,Year Round,Thrilla in Vanilla Porter,Brown Porter,8.0,27.4,N,Porter
2934,zwAzew,zIY9NO,,Wilma's Wandering EyePA,Imperial or Double India Pale Ale,12.2,93.0,N,IPA
2935,Hdz6Zk,4ryN66,Limited,Apple Mint,Dry Mead,,,N,Other
2936,Hdz6Zk,hBhBFX,,Blackberry Mead,Dry Mead,12.5,,N,Other
2937,Hdz6Zk,JVPzOy,,Blackberry Off-Dry Mead,Dry Mead,,,N,Other
2938,Hdz6Zk,vp8nYP,Limited,Chamomile Mead,Dry Mead,,,N,Other
2939,Hdz6Zk,x3dahE,,Chocolate Orange Mead,Open Category Mead,13.5,,N,Other
2940,Hdz6Zk,Y8rbhq,Limited,Ginger Mead,Dry Mead,,,N,Other
2941,Hdz6Zk,ASaPrH,Fall,Kickin' Cranberry Orange Mead,Dry Mead,12.5,,N,Other
2942,Hdz6Zk,mmJE0i,Limited,Lavender Mead,Dry Mead,,,N,Other
2943,Hdz6Zk,P622A9,Limited,Lemon Balm,Dry Mead,,,N,Other
2944,Hdz6Zk,1PkqJa,Summer,Meadjitos,Dry Mead,,,N,Other
2945,Hdz6Zk,LdoVNd,Limited,Nordic Blend Mead,Dry Mead,,,N,Other
2946,Hdz6Zk,djTeT1,,Off-Dry Traditional,Dry Mead,,,N,Other
2947,Hdz6Zk,WxJV7Q,,Orange Cranberry Mead,Other Fruit Melomel,,,N,Other
2948,Hdz6Zk,G3CScS,,Pear Off-Dry Mead,Dry Mead,,,N,Other
2949,Hdz6Zk,jK5hEC,Limited,Sage Mead,Semi-Sweet Mead,,,N,Other
2950,Hdz6Zk,sMvGlt,,Spiced Apple Mead,Dry Mead,,,N,Other
2951,Hdz6Zk,Uge4vK,,Sweet Peach Mead,Sweet Mead,,,N,Other
2952,Hdz6Zk,70Mt4l,,Traditional Semi-Sweet Mead,Sweet Mead,,,N,Other
2953,404w1Y,Ot2W8N,Year Round,Black Toast,American-Style India Pale Ale,7.5,60.0,N,IPA
2954,404w1Y,SLG2ut,Year Round,Blonde Ambition,Golden or Blonde Ale,5.4,13.0,N,Ale
2955,404w1Y,AFatpV,Year Round,Dr. S'more (Nitro),Sweet or Cream Stout,4.8,36.0,N,Stout
2956,404w1Y,JIQTNC,Year Round,Herbstblätter,South German-Style Weizenbock / Weissbock,6.3,22.0,N,Other
2957,404w1Y,mZJhyw,Year Round,Mountain Haze,Juicy or Hazy India Pale Ale,6.9,48.0,N,IPA
2958,404w1Y,4eyr4K,Year Round,Pterodactyls In Suits,French & Belgian-Style Saison,7.1,19.0,N,Saison
2959,404w1Y,q1XElS,Year Round,River Mist (Grapefruit+Pomegranate),Specialty Beer,4.1,,N,Other
2960,404w1Y,gyhfDl,Year Round,The Cats Pajamas,American-Style Cream Ale or Lager,5.1,22.0,N,Lager
2961,404w1Y,vc9HWd,Year Round,Wentzek^3,Belgian-Style Tripel,10.2,22.0,N,Other
2962,404w1Y,Xvs5g4,Year Round,Yamma Ray,Herb and Spice Beer,7.6,28.0,N,Other
2963,404w1Y,Ot2W8N,Year Round,Black Toast,American-Style India Pale Ale,7.5,60.0,N,IPA
2964,404w1Y,SLG2ut,Year Round,Blonde Ambition,Golden or Blonde Ale,5.4,13.0,N,Ale
2965,404w1Y,AFatpV,Year Round,Dr. S'more (Nitro),Sweet or Cream Stout,4.8,36.0,N,Stout
2966,404w1Y,JIQTNC,Year Round,Herbstblätter,South German-Style Weizenbock / Weissbock,6.3,22.0,N,Other
2967,404w1Y,mZJhyw,Year Round,Mountain Haze,Juicy or Hazy India Pale Ale,6.9,48.0,N,IPA
2968,404w1Y,4eyr4K,Year Round,Pterodactyls In Suits,French & Belgian-Style Saison,7.1,19.0,N,Saison
2969,404w1Y,q1XElS,Year Round,River Mist (Grapefruit+Pomegranate),Specialty Beer,4.1,,N,Other
2970,404w1Y,gyhfDl,Year Round,The Cats Pajamas,American-Style Cream Ale or Lager,5.1,22.0,N,Lager
2971,404w1Y,vc9HWd,Year Round,Wentzek^3,Belgian-Style Tripel,10.2,22.0,N,Other
2972,404w1Y,Xvs5g4,Year Round,Yamma Ray,Herb and Spice Beer,7.6,28.0,N,Other
2973,zCcJrf,nEPCDE,,Bobs Yer Uncle,Extra Special Bitter,6.2,,N,Other
2974,zCcJrf,1rqoW6,,Bubba's Brown Ale,American-Style Brown Ale,6.2,,N,Ale
2975,zCcJrf,BwCpt9,Year Round,Dirty Blonde,Golden or Blonde Ale,4.0,,N,Ale
2976,zCcJrf,HkcyNE,Year Round,Galaxy IPA,American-Style India Pale Ale,7.2,73.0,N,IPA
2977,zCcJrf,oFve2a,Year Round,India Pale Ale,American-Style India Pale Ale,6.0,,N,IPA
2978,zCcJrf,QZeSC1,Year Round,Moonestone Stout,Classic Irish-Style Dry Stout,4.75,32.0,N,Stout
2979,zCcJrf,u4LmWf,Year Round,Motown DIPA,Imperial or Double India Pale Ale,8.4,74.0,N,IPA
2980,zCcJrf,ZcU1ji,Year Round,Patton Ave Pale Ale,American-Style Pale Ale,5.0,,N,Pale Ale
2981,zCcJrf,WO4ag6,Year Round,Step Papa Pale Ale,American-Style Pale Ale,6.0,29.0,N,Pale Ale
2982,zCcJrf,37BM4M,Year Round,Supermoon Imperial Oyster Stout,American-Style Imperial Stout,10.0,39.0,N,Stout
2983,zCcJrf,xIlDaH,Year Round,Upside Down Brown,English-Style Brown Ale,,,N,Ale
2984,soqqVC,y1WiLL,,Chocolate Coconut Porter,Brown Porter,6.1,,N,Porter
2985,soqqVC,qPQqJG,,Empire ESB,Extra Special Bitter,5.6,35.0,N,Other
2986,soqqVC,y1WiLL,,Chocolate Coconut Porter,Brown Porter,6.1,,N,Porter
2987,soqqVC,qPQqJG,,Empire ESB,Extra Special Bitter,5.6,35.0,N,Other
2988,zuFqe6,zkM0z1,Year Round,16 Hands,Imperial or Double India Pale Ale,8.0,51.0,N,IPA
2989,zuFqe6,u9jyDq,Year Round,A Patchwork Orange,American-Style India Pale Ale,5.7,41.0,N,IPA
2990,zuFqe6,Hq1A4P,Year Round,Backwoods Pale Ale,American-Style Pale Ale,6.9,35.0,N,Pale Ale
2991,zuFqe6,c44p8S,Limited,Barrel Aged Barleywine Dubbel Blend,American-Style Barley Wine Ale,11.0,,N,Ale
2992,zuFqe6,T1FFal,Limited,Barrel Strength - Woodford Barrel Aged Imperial Stout,American-Style Imperial Stout,11.5,40.0,N,Stout
2993,zuFqe6,Qsqjc6,Year Round,Blue Daisy,German-Style Pilsener,4.9,34.0,N,Other
2994,zuFqe6,qhWRRK,Year Round,Charlie Gibson,Scotch Ale,9.4,32.0,N,Ale
2995,zuFqe6,l6uOg9,Year Round,Don't Threaten Me With A Good Time,American-Style India Pale Ale,6.5,,N,IPA
2996,zuFqe6,ZvgJ9n,Year Round,Draught Horse,Belgian-Style Table Beer,4.2,10.0,N,Other
2997,zuFqe6,ENndHt,Year Round,Eyes On The Pies,Strong Ale,11.7,10.0,N,Ale
2998,zuFqe6,CFP7JE,Year Round,F3 Shovel Flage,Münchner (Munich)-Style Helles,4.9,15.0,N,Other
2999,zuFqe6,NQdCpa,Year Round,Hyde In The Haze,American-Style India Pale Ale,5.5,31.0,N,IPA
3000,zuFqe6,LIEgqv,Year Round,Miner's Delight,French & Belgian-Style Saison,3.37,8.0,N,Saison
3001,zuFqe6,oZ7vSf,Year Round,Noble Toast,Vienna-Style Lager,5.8,23.0,N,Lager
3002,zuFqe6,8nBaWi,Year Round,Picture Me Rollin',American-Style India Pale Ale,6.4,54.0,N,IPA
3003,zuFqe6,5Ky3kC,Year Round,Suffolk Biere De Garde,Belgian-Style Dark Strong Ale,9.7,28.0,N,Ale
3004,zuFqe6,3CZXlX,Year Round,Temporary Gentleman,English-Style India Pale Ale,7.5,40.0,N,IPA
3005,zuFqe6,xbxV0M,Year Round,The Keeper,Belgian-Style Blonde Ale,4.2,23.0,N,Ale
3006,zuFqe6,fWILuy,Year Round,The Ordinary (Nitro),Ordinary Bitter,5.2,40.0,N,Other
3007,wH4NHi,9Of2GN,,Quantum Wobble,Berliner-Style Weisse (Wheat),4.0,,N,Other
3008,wH4NHi,O26eZF,,Take A Breather,German-Style Pilsener,5.0,,N,Other
3009,wH4NHi,liNqPo,,Thunder Study,Juicy or Hazy India Pale Ale,7.0,,N,IPA
3010,wH4NHi,X4wE6w,,Vicky Virago,Juicy or Hazy Imperial or Double India Pale Ale,8.0,,N,IPA
3011,wH4NHi,9Of2GN,,Quantum Wobble,Berliner-Style Weisse (Wheat),4.0,,N,Other
3012,wH4NHi,O26eZF,,Take A Breather,German-Style Pilsener,5.0,,N,Other
3013,wH4NHi,liNqPo,,Thunder Study,Juicy or Hazy India Pale Ale,7.0,,N,IPA
3014,wH4NHi,X4wE6w,,Vicky Virago,Juicy or Hazy Imperial or Double India Pale Ale,8.0,,N,IPA
3015,VMeZHo,wrV6lV,Summer,Belgian Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.85,12.0,N,Other
3016,VMeZHo,FfYOIJ,Limited,Inaugural Amber,American-Style Amber/Red Ale,5.25,24.0,N,Ale
3017,VMeZHo,rzHCRk,Limited,Inaugural IPA,American-Style India Pale Ale,6.55,50.0,N,IPA
3018,VMeZHo,dLpa8s,Limited,Inaugural Pale,American-Style Pale Ale,6.1,22.0,N,Pale Ale
3019,VMeZHo,6ciokc,Limited,Inaugural Porter,Robust Porter,5.6,31.0,N,Porter
3020,VMeZHo,iwRcu3,Limited,Inaugural Session IPA,Session India Pale Ale,3.75,41.0,N,IPA
3021,VMeZHo,UslHAR,,Needmore Ale,French & Belgian-Style Saison,5.4,,N,Saison
3022,VMeZHo,wLWHA5,Limited,Night Hike Imperial Stout,American-Style Imperial Stout,10.0,67.0,N,Stout
3023,VMeZHo,N5gArs,,Oktoberfest,American-Style Märzen / Oktoberfest,5.7,,N,Other
3024,VMeZHo,SRWYOj,,Pilsner,American-Style Pilsener,5.6,36.0,N,Other
3025,VMeZHo,oov1GF,,Pomegranate Gorge,Berliner-Style Weisse (Wheat),,,N,Other
3026,VMeZHo,jRRbJR,Year Round,Slack Pack IPA,American-Style India Pale Ale,6.0,55.0,N,IPA
3027,VMeZHo,enG2Fd,Spring,Springer Fever Pilsner,American-Style Pilsener,6.1,40.0,N,Other
3028,VMeZHo,yIhJLD,,The Darkening,American-Style Sour Ale,5.2,17.0,N,Ale
3029,VMeZHo,UJ00bB,Limited,Trail Mate Golden Ale,Golden or Blonde Ale,4.6,20.0,N,Ale
3030,VMeZHo,77inA0,Year Round,Wesser Evil Porter,Robust Porter,5.75,31.0,N,Porter
3031,fJYG8Y,triE9c,Limited,20th Anniversary American Saison Ale,French & Belgian-Style Saison,5.8,,N,Saison
3032,fJYG8Y,JLs7Oc,Limited,20th Anniversary Scotch Ale,Scotch Ale,,,N,Ale
3033,fJYG8Y,kCiSH7,,Ashevilliner,Berliner-Style Weisse (Wheat),,,N,Other
3034,fJYG8Y,HKmw7y,Year Round,AVL IPA,American-Style India Pale Ale,6.5,70.0,N,IPA
3035,fJYG8Y,0gqLkE,,Big Briar Tart Raspberry Ale,Fruit Beer,5.4,15.0,N,Other
3036,fJYG8Y,Ze9dWt,,Black Ace,Specialty Beer,8.4,,N,Other
3037,fJYG8Y,kzPNoJ,Year Round,Black Mocha Stout,American-Style Stout,5.0,25.0,N,Stout
3038,fJYG8Y,Wi9Bsq,,Black Mountain Bitter,Ordinary Bitter,,,N,Other
3039,fJYG8Y,gKDfrr,,Black Watch Double Chocolate Milk Stout,Sweet or Cream Stout,8.0,,N,Stout
3040,fJYG8Y,udDKeL,Seasonal,Cattail Peak Wheat,American-Style Wheat Beer,4.7,17.0,N,Wheat Beer
3041,fJYG8Y,LQiRwU,Seasonal,Clawhammer Oktoberfest,German-Style Märzen,5.0,25.0,N,Other
3042,fJYG8Y,NJ8Bxk,Seasonal,Cold Mountain Winter Ale,Herb and Spice Beer,5.2,28.0,N,Other
3043,fJYG8Y,mKL4uB,,Court of  Sessions,French & Belgian-Style Saison,4.5,,N,Saison
3044,fJYG8Y,bMlyK8,,Dance of Destruction,Robust Porter,,,N,Porter
3045,fJYG8Y,NGynPr,,Danger Zone,Specialty Beer,6.7,,N,Other
3046,fJYG8Y,UTSsjj,,Daycation,American-Style India Pale Ale,4.9,40.0,N,IPA
3047,fJYG8Y,XSAMkD,Spring,Devil's Britches,American-Style India Pale Ale,6.0,70.0,N,IPA
3048,fJYG8Y,slRlr0,,Early's Hoppy Wheat Ale,American-Style Wheat Beer,5.0,,N,Wheat Beer
3049,fJYG8Y,EUq27K,,ESCape,California Common Beer,,,N,Other
3050,fJYG8Y,uw3XRO,,Footloose,Belgian-Style Pale Ale,8.7,,N,Pale Ale
3051,fJYG8Y,HiW9CZ,Year Round,Gaelic Ale,American-Style Amber/Red Ale,5.6,30.0,N,Ale
3052,fJYG8Y,qTnUSs,,Grove Park Inn Centennial Pale Ale,American-Style Pale Ale,,,N,Pale Ale
3053,fJYG8Y,yZdeo2,Seasonal,Hawaiian Lounge Juice,Imperial or Double India Pale Ale,8.0,65.0,N,IPA
3054,fJYG8Y,tHB4El,,Highland IPA,American-Style India Pale Ale,,,N,IPA
3055,fJYG8Y,6eN8rB,,Highland Mandarina IPA,American-Style India Pale Ale,5.0,,N,IPA
3056,fJYG8Y,ptYR8u,,"Hop on this, Honey",American-Style India Pale Ale,7.3,,N,IPA
3057,fJYG8Y,qaQ4Zk,,Imperial Cold Mountain Winter Ale,Herb and Spice Beer,8.0,32.0,N,Other
3058,fJYG8Y,WCsOZB,,Imperial Kashmir,Imperial or Double India Pale Ale,10.2,,N,IPA
3059,fJYG8Y,6cCScg,,Imperium,American-Style Imperial Stout,8.0,50.0,N,Stout
3060,fJYG8Y,8fgZes,Year Round,Kashmir IPA,English-Style India Pale Ale,6.0,60.0,N,IPA
3061,fJYG8Y,i2bl83,,Key Lime Saw-Whet,French & Belgian-Style Saison,6.0,,N,Saison
3062,fJYG8Y,Iblnmn,,King MacAlpin,Imperial or Double India Pale Ale,10.0,90.0,N,IPA
3063,fJYG8Y,7NDmMh,,Kinsman Project: Saw-Whet Saison with Key Lime,French & Belgian-Style Saison,6.0,,N,Saison
3064,fJYG8Y,UuDv7B,,Little Hump,American-Style Pale Ale,4.5,32.0,N,Pale Ale
3065,fJYG8Y,bMTrjF,Seasonal,Lost Cove Kolsch,German-Style Kölsch / Köln-Style Kölsch,4.5,,N,Other
3066,fJYG8Y,L1KulK,,Mandarina IPA,American-Style India Pale Ale,5.0,35.0,N,IPA
3067,fJYG8Y,NGxVjF,Seasonal,Maté Factor,Brown Porter,6.1,,N,Porter
3068,fJYG8Y,5D75Dd,,Midnight Summit,Sweet or Cream Stout,6.0,40.0,N,Stout
3069,fJYG8Y,u2ExM0,Year Round,Oatmeal Porter,Brown Porter,5.9,35.0,N,Porter
3070,fJYG8Y,HbI4DJ,,Pilsner,German-Style Pilsener,5.5,35.0,N,Other
3071,fJYG8Y,dlnRU7,,POW! Triple IPA,Imperial or Double India Pale Ale,10.5,90.0,N,IPA
3072,fJYG8Y,D9pCH0,,Razor Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.5,25.0,N,Other
3073,fJYG8Y,qsJzXz,Winter,Saw-Whet Saison,Herb and Spice Beer,6.0,,N,Other
3074,fJYG8Y,6nGpdc,Seasonal,Seven Sisters,Belgian-Style Dubbel,6.5,20.0,N,Other
3075,fJYG8Y,oOgL0j,,Southern Sixer IPA,American-Style India Pale Ale,6.0,60.0,N,IPA
3076,fJYG8Y,WLxlVR,Year Round,St.Terese's Pale Ale,American-Style Pale Ale,5.1,24.0,N,Pale Ale
3077,fJYG8Y,83eCQ3,,Stargazer,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,22.0,N,Other
3078,fJYG8Y,RLqJHt,,Surf City,American-Style India Pale Ale,,,N,IPA
3079,fJYG8Y,5iswyc,,Tasgal II,Scotch Ale,8.0,,N,Ale
3080,fJYG8Y,j6zdn3,Seasonal,Tasgall Ale,Strong Ale,8.0,27.0,N,Ale
3081,fJYG8Y,8vBYrZ,Winter,Thunderstruck Coffee Porter,Robust Porter,5.8,26.0,N,Porter
3082,fJYG8Y,3fZ7RK,,Topsail,American-Style India Pale Ale,,,N,IPA
3083,fJYG8Y,fzHval,,Topsail Pale Ale,American-Style Pale Ale,,,N,Pale Ale
3084,fJYG8Y,b4BIkk,Summer,Young Grasshopper,American-Style Pale Ale,,,N,Pale Ale
3085,fJYG8Y,triE9c,Limited,20th Anniversary American Saison Ale,French & Belgian-Style Saison,5.8,,N,Saison
3086,fJYG8Y,JLs7Oc,Limited,20th Anniversary Scotch Ale,Scotch Ale,,,N,Ale
3087,fJYG8Y,kCiSH7,,Ashevilliner,Berliner-Style Weisse (Wheat),,,N,Other
3088,fJYG8Y,HKmw7y,Year Round,AVL IPA,American-Style India Pale Ale,6.5,70.0,N,IPA
3089,fJYG8Y,0gqLkE,,Big Briar Tart Raspberry Ale,Fruit Beer,5.4,15.0,N,Other
3090,fJYG8Y,Ze9dWt,,Black Ace,Specialty Beer,8.4,,N,Other
3091,fJYG8Y,kzPNoJ,Year Round,Black Mocha Stout,American-Style Stout,5.0,25.0,N,Stout
3092,fJYG8Y,Wi9Bsq,,Black Mountain Bitter,Ordinary Bitter,,,N,Other
3093,fJYG8Y,gKDfrr,,Black Watch Double Chocolate Milk Stout,Sweet or Cream Stout,8.0,,N,Stout
3094,fJYG8Y,udDKeL,Seasonal,Cattail Peak Wheat,American-Style Wheat Beer,4.7,17.0,N,Wheat Beer
3095,fJYG8Y,LQiRwU,Seasonal,Clawhammer Oktoberfest,German-Style Märzen,5.0,25.0,N,Other
3096,fJYG8Y,NJ8Bxk,Seasonal,Cold Mountain Winter Ale,Herb and Spice Beer,5.2,28.0,N,Other
3097,fJYG8Y,mKL4uB,,Court of  Sessions,French & Belgian-Style Saison,4.5,,N,Saison
3098,fJYG8Y,bMlyK8,,Dance of Destruction,Robust Porter,,,N,Porter
3099,fJYG8Y,NGynPr,,Danger Zone,Specialty Beer,6.7,,N,Other
3100,fJYG8Y,UTSsjj,,Daycation,American-Style India Pale Ale,4.9,40.0,N,IPA
3101,fJYG8Y,XSAMkD,Spring,Devil's Britches,American-Style India Pale Ale,6.0,70.0,N,IPA
3102,fJYG8Y,slRlr0,,Early's Hoppy Wheat Ale,American-Style Wheat Beer,5.0,,N,Wheat Beer
3103,fJYG8Y,EUq27K,,ESCape,California Common Beer,,,N,Other
3104,fJYG8Y,uw3XRO,,Footloose,Belgian-Style Pale Ale,8.7,,N,Pale Ale
3105,fJYG8Y,HiW9CZ,Year Round,Gaelic Ale,American-Style Amber/Red Ale,5.6,30.0,N,Ale
3106,fJYG8Y,qTnUSs,,Grove Park Inn Centennial Pale Ale,American-Style Pale Ale,,,N,Pale Ale
3107,fJYG8Y,yZdeo2,Seasonal,Hawaiian Lounge Juice,Imperial or Double India Pale Ale,8.0,65.0,N,IPA
3108,fJYG8Y,tHB4El,,Highland IPA,American-Style India Pale Ale,,,N,IPA
3109,fJYG8Y,6eN8rB,,Highland Mandarina IPA,American-Style India Pale Ale,5.0,,N,IPA
3110,fJYG8Y,ptYR8u,,"Hop on this, Honey",American-Style India Pale Ale,7.3,,N,IPA
3111,fJYG8Y,qaQ4Zk,,Imperial Cold Mountain Winter Ale,Herb and Spice Beer,8.0,32.0,N,Other
3112,fJYG8Y,WCsOZB,,Imperial Kashmir,Imperial or Double India Pale Ale,10.2,,N,IPA
3113,fJYG8Y,6cCScg,,Imperium,American-Style Imperial Stout,8.0,50.0,N,Stout
3114,fJYG8Y,8fgZes,Year Round,Kashmir IPA,English-Style India Pale Ale,6.0,60.0,N,IPA
3115,fJYG8Y,i2bl83,,Key Lime Saw-Whet,French & Belgian-Style Saison,6.0,,N,Saison
3116,fJYG8Y,Iblnmn,,King MacAlpin,Imperial or Double India Pale Ale,10.0,90.0,N,IPA
3117,fJYG8Y,7NDmMh,,Kinsman Project: Saw-Whet Saison with Key Lime,French & Belgian-Style Saison,6.0,,N,Saison
3118,fJYG8Y,UuDv7B,,Little Hump,American-Style Pale Ale,4.5,32.0,N,Pale Ale
3119,fJYG8Y,bMTrjF,Seasonal,Lost Cove Kolsch,German-Style Kölsch / Köln-Style Kölsch,4.5,,N,Other
3120,fJYG8Y,L1KulK,,Mandarina IPA,American-Style India Pale Ale,5.0,35.0,N,IPA
3121,fJYG8Y,NGxVjF,Seasonal,Maté Factor,Brown Porter,6.1,,N,Porter
3122,fJYG8Y,5D75Dd,,Midnight Summit,Sweet or Cream Stout,6.0,40.0,N,Stout
3123,fJYG8Y,u2ExM0,Year Round,Oatmeal Porter,Brown Porter,5.9,35.0,N,Porter
3124,fJYG8Y,HbI4DJ,,Pilsner,German-Style Pilsener,5.5,35.0,N,Other
3125,fJYG8Y,dlnRU7,,POW! Triple IPA,Imperial or Double India Pale Ale,10.5,90.0,N,IPA
3126,fJYG8Y,D9pCH0,,Razor Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.5,25.0,N,Other
3127,fJYG8Y,qsJzXz,Winter,Saw-Whet Saison,Herb and Spice Beer,6.0,,N,Other
3128,fJYG8Y,6nGpdc,Seasonal,Seven Sisters,Belgian-Style Dubbel,6.5,20.0,N,Other
3129,fJYG8Y,oOgL0j,,Southern Sixer IPA,American-Style India Pale Ale,6.0,60.0,N,IPA
3130,fJYG8Y,WLxlVR,Year Round,St.Terese's Pale Ale,American-Style Pale Ale,5.1,24.0,N,Pale Ale
3131,fJYG8Y,83eCQ3,,Stargazer,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,22.0,N,Other
3132,fJYG8Y,RLqJHt,,Surf City,American-Style India Pale Ale,,,N,IPA
3133,fJYG8Y,5iswyc,,Tasgal II,Scotch Ale,8.0,,N,Ale
3134,fJYG8Y,j6zdn3,Seasonal,Tasgall Ale,Strong Ale,8.0,27.0,N,Ale
3135,fJYG8Y,8vBYrZ,Winter,Thunderstruck Coffee Porter,Robust Porter,5.8,26.0,N,Porter
3136,fJYG8Y,3fZ7RK,,Topsail,American-Style India Pale Ale,,,N,IPA
3137,fJYG8Y,fzHval,,Topsail Pale Ale,American-Style Pale Ale,,,N,Pale Ale
3138,fJYG8Y,b4BIkk,Summer,Young Grasshopper,American-Style Pale Ale,,,N,Pale Ale
3139,WDbiXY,TOf4Nr,,Dance In The Sun,German-Style Kölsch / Köln-Style Kölsch,4.9,23.0,N,Other
3140,RkB8DB,7xiMuK,,Black Cherry Stout,American-Style Stout,6.4,,N,Stout
3141,RkB8DB,Mb9zDC,,Black Wolf Smoked Stout,Smoke Beer (Lager or Ale),6.3,,N,Other
3142,RkB8DB,Kr50TD,,Mini-Mosaic,American-Style India Pale Ale,5.8,,N,IPA
3143,RkB8DB,xAnoce,,Mountain High,American-Style Pale Ale,7.2,,N,Pale Ale
3144,RkB8DB,kHRB3l,,Saison Of Love,French & Belgian-Style Saison,7.8,,N,Saison
3145,A4kfNJ,ho33kA,,Apple Bottom Trees,American-Style Sour Ale,,,N,Ale
3146,A4kfNJ,QgFkcH,,Banjo The Sea Monkey,American-Style Sour Ale,5.4,32.0,N,Ale
3147,A4kfNJ,6hEZgp,,Basil and the Bees,French & Belgian-Style Saison,7.0,26.0,N,Saison
3148,A4kfNJ,rVg0vG,,Battle of the Berries,French & Belgian-Style Saison,6.6,28.0,N,Saison
3149,A4kfNJ,Dc9Q0Z,,Berry Fairy,French & Belgian-Style Saison,5.5,27.0,N,Saison
3150,A4kfNJ,yTSI4e,,Black Oat,Oatmeal Stout,6.5,42.0,N,Stout
3151,A4kfNJ,koq5Eh,,Buddy's Brown Ale,American-Style Brown Ale,6.5,32.0,N,Ale
3152,A4kfNJ,cTtZh6,,By Vine And Stave,French & Belgian-Style Saison,6.6,21.0,N,Saison
3153,A4kfNJ,blWiwI,,"Cantaloupe, Won’t Elope",Fruit Wheat Ale or Lager with or without Yeast,5.8,23.0,N,Other
3154,A4kfNJ,SFb2JR,,Carolina Sparkle Party,Berliner-Style Weisse (Wheat),4.0,8.0,N,Other
3155,A4kfNJ,7WHrcL,,Cherry Go Round,Leipzig-Style Gose,,,N,Other
3156,A4kfNJ,PiNuem,,Cow Tipper,Sweet or Cream Stout,6.6,29.0,N,Stout
3157,A4kfNJ,urv8op,,Crease Monkey,South German-Style Hefeweizen / Hefeweissbier,5.0,14.0,N,Hefeweizen
3158,A4kfNJ,M9jTvD,,Daisy Chain,American-Style India Pale Ale,5.9,54.0,N,IPA
3159,A4kfNJ,i5TBxh,,Dos Amigos,Vienna-Style Lager,5.0,,N,Lager
3160,A4kfNJ,tmepOr,,Earthbound and Down,Belgian-Style Blonde Ale,7.3,24.0,N,Ale
3161,A4kfNJ,MMN2IG,,Easy Rye-der,American-Style India Pale Ale,7.9,78.0,N,IPA
