brewery,beer_name,beer_style,availability,abv,master_style
Heist Brewery,Tea Off Wheat Ale,American-Style Wheat Beer,Summer,,Wheat Beer
Heist Brewery,Trade & Tryon,Other Belgian-Style Ales,,6.7,Other
Outer Banks Brewing Station,Conquest IPA,American-Style India Pale Ale,,6.1,IPA
Outer Banks Brewing Station,Irie Tropic Stout,American-Style Stout,,7.4,Stout
Outer Banks Brewing Station,Iron Binnacle Baltic Porter,Baltic-Style Porter,,8.4,Porter
Outer Banks Brewing Station,LemonGrass Wheat Ale,South German-Style Hefeweizen / Hefeweissbier,,5.6,Hefeweizen
Outer Banks Brewing Station,Moondog Extra Special Bitter Ale,Extra Special Bitter,,,Other
Outer Banks Brewing Station,Olsch,German-Style Kölsch / Köln-Style Kölsch,,4.8,Other
Outer Banks Brewing Station,Santas Little Sledgehammer,Herb and Spice Beer,,10.0,Other
New Anthem Beer Project,New Anthem Beer Project - 11th & Folsom,American-Style India Pale Ale,,6.3,IPA
Double Barley Brewing,Abby's Amber Ale,American-Style Amber/Red Ale,,6.0,Ale
Double Barley Brewing,Black Chicken Brown Cow,American-Style Imperial Stout,,,Stout
Double Barley Brewing,Double Dubbel,Belgian-Style Dubbel,,8.4,Other
Double Barley Brewing,Fat Charley’s Raspberry Chocolate Stout,American-Style Imperial Stout,,10.0,Stout
Double Barley Brewing,FFF Holiday Ale,Herb and Spice Beer,,10.4,Other
Double Barley Brewing,Field of Dreams Peaches and Cream,Belgian-Style White (or Wit) / Belgian-Style Wheat,,5.5,Other
Double Barley Brewing,Give Em Hell,American-Style Amber/Red Ale,,10.4,Ale
Double Barley Brewing,Gourd Rocker,Herb and Spice Beer,,9.4,Other
Double Barley Brewing,Revelation Pale Ale,American-Style Pale Ale,,6.0,Pale Ale
Double Barley Brewing,Richard's Black EyePA,American-Style Black Ale,,8.3,Ale
Double Barley Brewing,Sexy Rexy Red Rye,Rye Ale or Lager with or without Yeast,,7.0,Other
Double Barley Brewing,Sparkky’s Coffee Chocolate Milk Stout,Sweet or Cream Stout,,12.1,Stout
Double Barley Brewing,Steak Cake Stout,American-Style Stout,,10.0,Stout
Double Barley Brewing,Thrilla in Vanilla Porter,Brown Porter,Year Round,8.0,Porter
Double Barley Brewing,Wilma's Wandering EyePA,Imperial or Double India Pale Ale,,12.2,IPA
Starrlight Mead,Apple Mint,Dry Mead,Limited,,Other
Starrlight Mead,Blackberry Mead,Dry Mead,,12.5,Other
Starrlight Mead,Blackberry Off-Dry Mead,Dry Mead,,,Other
Starrlight Mead,Chamomile Mead,Dry Mead,Limited,,Other
Starrlight Mead,Chocolate Orange Mead,Open Category Mead,,13.5,Other
Starrlight Mead,Ginger Mead,Dry Mead,Limited,,Other
Starrlight Mead,Kickin' Cranberry Orange Mead,Dry Mead,Fall,12.5,Other
Starrlight Mead,Lavender Mead,Dry Mead,Limited,,Other
Starrlight Mead,Lemon Balm,Dry Mead,Limited,,Other
Starrlight Mead,Meadjitos,Dry Mead,Summer,,Other
Starrlight Mead,Nordic Blend Mead,Dry Mead,Limited,,Other
Starrlight Mead,Off-Dry Traditional,Dry Mead,,,Other
Starrlight Mead,Orange Cranberry Mead,Other Fruit Melomel,,,Other
Starrlight Mead,Pear Off-Dry Mead,Dry Mead,,,Other
Starrlight Mead,Sage Mead,Semi-Sweet Mead,Limited,,Other
Starrlight Mead,Spiced Apple Mead,Dry Mead,,,Other
Starrlight Mead,Sweet Peach Mead,Sweet Mead,,,Other
Starrlight Mead,Traditional Semi-Sweet Mead,Sweet Mead,,,Other
Hoppy Trout Brewing Company,Black Toast,American-Style India Pale Ale,Year Round,7.5,IPA
Hoppy Trout Brewing Company,Blonde Ambition,Golden or Blonde Ale,Year Round,5.4,Ale
Hoppy Trout Brewing Company,Dr. S'more (Nitro),Sweet or Cream Stout,Year Round,4.8,Stout
Hoppy Trout Brewing Company,Herbstblätter,South German-Style Weizenbock / Weissbock,Year Round,6.3,Other
Hoppy Trout Brewing Company,Mountain Haze,Juicy or Hazy India Pale Ale,Year Round,6.9,IPA
Hoppy Trout Brewing Company,Pterodactyls In Suits,French & Belgian-Style Saison,Year Round,7.1,Saison
Hoppy Trout Brewing Company,River Mist (Grapefruit+Pomegranate),Specialty Beer,Year Round,4.1,Other
Hoppy Trout Brewing Company,The Cats Pajamas,American-Style Cream Ale or Lager,Year Round,5.1,Lager
Hoppy Trout Brewing Company,Wentzek^3,Belgian-Style Tripel,Year Round,10.2,Other
Hoppy Trout Brewing Company,Yamma Ray,Herb and Spice Beer,Year Round,7.6,Other
OysterHouse Brewing Company,Bobs Yer Uncle,Extra Special Bitter,,6.2,Other
OysterHouse Brewing Company,Bubba's Brown Ale,American-Style Brown Ale,,6.2,Ale
OysterHouse Brewing Company,Dirty Blonde,Golden or Blonde Ale,Year Round,4.0,Ale
OysterHouse Brewing Company,Galaxy IPA,American-Style India Pale Ale,Year Round,7.2,IPA
OysterHouse Brewing Company,Moonestone Stout,Classic Irish-Style Dry Stout,Year Round,4.75,Stout
OysterHouse Brewing Company,Motown DIPA,Imperial or Double India Pale Ale,Year Round,8.4,IPA
OysterHouse Brewing Company,Patton Ave Pale Ale,American-Style Pale Ale,Year Round,5.0,Pale Ale
OysterHouse Brewing Company,Step Papa Pale Ale,American-Style Pale Ale,Year Round,6.0,Pale Ale
OysterHouse Brewing Company,Supermoon Imperial Oyster Stout,American-Style Imperial Stout,Year Round,10.0,Stout
OysterHouse Brewing Company,Upside Down Brown,English-Style Brown Ale,Year Round,,Ale
Eleven Lakes Brewing,Chocolate Coconut Porter,Brown Porter,,6.1,Porter
Eleven Lakes Brewing,Empire ESB,Extra Special Bitter,,5.6,Other
Suffolk Punch,16 Hands,Imperial or Double India Pale Ale,Year Round,8.0,IPA
Suffolk Punch,A Patchwork Orange,American-Style India Pale Ale,Year Round,5.7,IPA
Suffolk Punch,Backwoods Pale Ale,American-Style Pale Ale,Year Round,6.9,Pale Ale
Suffolk Punch,Barrel Aged Barleywine Dubbel Blend,American-Style Barley Wine Ale,Limited,11.0,Ale
Suffolk Punch,Barrel Strength - Woodford Barrel Aged Imperial Stout,American-Style Imperial Stout,Limited,11.5,Stout
Suffolk Punch,Blue Daisy,German-Style Pilsener,Year Round,4.9,Other
Suffolk Punch,Charlie Gibson,Scotch Ale,Year Round,9.4,Ale
Suffolk Punch,Don't Threaten Me With A Good Time,American-Style India Pale Ale,Year Round,6.5,IPA
Suffolk Punch,Draught Horse,Belgian-Style Table Beer,Year Round,4.2,Other
Suffolk Punch,Eyes On The Pies,Strong Ale,Year Round,11.7,Ale
Suffolk Punch,F3 Shovel Flage,Münchner (Munich)-Style Helles,Year Round,4.9,Other
Suffolk Punch,Hyde In The Haze,American-Style India Pale Ale,Year Round,5.5,IPA
Suffolk Punch,Miner's Delight,French & Belgian-Style Saison,Year Round,3.37,Saison
Suffolk Punch,Noble Toast,Vienna-Style Lager,Year Round,5.8,Lager
Suffolk Punch,Picture Me Rollin',American-Style India Pale Ale,Year Round,6.4,IPA
Suffolk Punch,Suffolk Biere De Garde,Belgian-Style Dark Strong Ale,Year Round,9.7,Ale
Suffolk Punch,Temporary Gentleman,English-Style India Pale Ale,Year Round,7.5,IPA
Suffolk Punch,The Keeper,Belgian-Style Blonde Ale,Year Round,4.2,Ale
Suffolk Punch,The Ordinary (Nitro),Ordinary Bitter,Year Round,5.2,Other
Resident Culture,Quantum Wobble,Berliner-Style Weisse (Wheat),,4.0,Other
Resident Culture,Take A Breather,German-Style Pilsener,,5.0,Other
Resident Culture,Thunder Study,Juicy or Hazy India Pale Ale,,7.0,IPA
Resident Culture,Vicky Virago,Juicy or Hazy Imperial or Double India Pale Ale,,8.0,IPA
Lazy Hiker Brewing Co.,Belgian Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,Summer,5.85,Other
Lazy Hiker Brewing Co.,Inaugural Amber,American-Style Amber/Red Ale,Limited,5.25,Ale
Lazy Hiker Brewing Co.,Inaugural IPA,American-Style India Pale Ale,Limited,6.55,IPA
Lazy Hiker Brewing Co.,Inaugural Pale,American-Style Pale Ale,Limited,6.1,Pale Ale
Lazy Hiker Brewing Co.,Inaugural Porter,Robust Porter,Limited,5.6,Porter
Lazy Hiker Brewing Co.,Inaugural Session IPA,Session India Pale Ale,Limited,3.75,IPA
Lazy Hiker Brewing Co.,Needmore Ale,French & Belgian-Style Saison,,5.4,Saison
Lazy Hiker Brewing Co.,Night Hike Imperial Stout,American-Style Imperial Stout,Limited,10.0,Stout
Lazy Hiker Brewing Co.,Pomegranate Gorge,Berliner-Style Weisse (Wheat),,,Other
Lazy Hiker Brewing Co.,Slack Pack IPA,American-Style India Pale Ale,Year Round,6.0,IPA
Lazy Hiker Brewing Co.,Springer Fever Pilsner,American-Style Pilsener,Spring,6.1,Other
Lazy Hiker Brewing Co.,The Darkening,American-Style Sour Ale,,5.2,Ale
Lazy Hiker Brewing Co.,Trail Mate Golden Ale,Golden or Blonde Ale,Limited,4.6,Ale
Lazy Hiker Brewing Co.,Wesser Evil Porter,Robust Porter,Year Round,5.75,Porter
Highland Brewing Company,20th Anniversary American Saison Ale,French & Belgian-Style Saison,Limited,5.8,Saison
Highland Brewing Company,20th Anniversary Scotch Ale,Scotch Ale,Limited,,Ale
Highland Brewing Company,Ashevilliner,Berliner-Style Weisse (Wheat),,,Other
Highland Brewing Company,AVL IPA,American-Style India Pale Ale,Year Round,6.5,IPA
Highland Brewing Company,Big Briar Tart Raspberry Ale,Fruit Beer,,5.4,Other
Highland Brewing Company,Black Ace,Specialty Beer,,8.4,Other
Highland Brewing Company,Black Mocha Stout,American-Style Stout,Year Round,5.0,Stout
Highland Brewing Company,Black Mountain Bitter,Ordinary Bitter,,,Other
Highland Brewing Company,Black Watch Double Chocolate Milk Stout,Sweet or Cream Stout,,8.0,Stout
Highland Brewing Company,Cattail Peak Wheat,American-Style Wheat Beer,Seasonal,4.7,Wheat Beer
Highland Brewing Company,Clawhammer Oktoberfest,German-Style Märzen,Seasonal,5.0,Other
Highland Brewing Company,Cold Mountain Winter Ale,Herb and Spice Beer,Seasonal,5.2,Other
Highland Brewing Company,Court of  Sessions,French & Belgian-Style Saison,,4.5,Saison
Highland Brewing Company,Dance of Destruction,Robust Porter,,,Porter
Highland Brewing Company,Danger Zone,Specialty Beer,,6.7,Other
Highland Brewing Company,Daycation,American-Style India Pale Ale,,4.9,IPA
Highland Brewing Company,Devil's Britches,American-Style India Pale Ale,Spring,6.0,IPA
Highland Brewing Company,Early's Hoppy Wheat Ale,American-Style Wheat Beer,,5.0,Wheat Beer
Highland Brewing Company,ESCape,California Common Beer,,,Other
Highland Brewing Company,Footloose,Belgian-Style Pale Ale,,8.7,Pale Ale
Highland Brewing Company,Gaelic Ale,American-Style Amber/Red Ale,Year Round,5.6,Ale
Highland Brewing Company,Grove Park Inn Centennial Pale Ale,American-Style Pale Ale,,,Pale Ale
Highland Brewing Company,Hawaiian Lounge Juice,Imperial or Double India Pale Ale,Seasonal,8.0,IPA
Highland Brewing Company,Highland IPA,American-Style India Pale Ale,,,IPA
Highland Brewing Company,Highland Mandarina IPA,American-Style India Pale Ale,,5.0,IPA
Highland Brewing Company,"Hop on this, Honey",American-Style India Pale Ale,,7.3,IPA
Highland Brewing Company,Imperial Cold Mountain Winter Ale,Herb and Spice Beer,,8.0,Other
Highland Brewing Company,Imperial Kashmir,Imperial or Double India Pale Ale,,10.2,IPA
Highland Brewing Company,Imperium,American-Style Imperial Stout,,8.0,Stout
Highland Brewing Company,Kashmir IPA,English-Style India Pale Ale,Year Round,6.0,IPA
Highland Brewing Company,Key Lime Saw-Whet,French & Belgian-Style Saison,,6.0,Saison
Highland Brewing Company,King MacAlpin,Imperial or Double India Pale Ale,,10.0,IPA
Highland Brewing Company,Kinsman Project: Saw-Whet Saison with Key Lime,French & Belgian-Style Saison,,6.0,Saison
Highland Brewing Company,Little Hump,American-Style Pale Ale,,4.5,Pale Ale
Highland Brewing Company,Lost Cove Kolsch,German-Style Kölsch / Köln-Style Kölsch,Seasonal,4.5,Other
Highland Brewing Company,Mandarina IPA,American-Style India Pale Ale,,5.0,IPA
Highland Brewing Company,Maté Factor,Brown Porter,Seasonal,6.1,Porter
Highland Brewing Company,Midnight Summit,Sweet or Cream Stout,,6.0,Stout
Highland Brewing Company,POW! Triple IPA,Imperial or Double India Pale Ale,,10.5,IPA
Highland Brewing Company,Razor Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,,4.5,Other
Highland Brewing Company,Saw-Whet Saison,Herb and Spice Beer,Winter,6.0,Other
Highland Brewing Company,Seven Sisters,Belgian-Style Dubbel,Seasonal,6.5,Other
Highland Brewing Company,Southern Sixer IPA,American-Style India Pale Ale,,6.0,IPA
Highland Brewing Company,St.Terese's Pale Ale,American-Style Pale Ale,Year Round,5.1,Pale Ale
Highland Brewing Company,Stargazer,Belgian-Style White (or Wit) / Belgian-Style Wheat,,4.8,Other
Highland Brewing Company,Surf City,American-Style India Pale Ale,,,IPA
Highland Brewing Company,Tasgal II,Scotch Ale,,8.0,Ale
Highland Brewing Company,Tasgall Ale,Strong Ale,Seasonal,8.0,Ale
Highland Brewing Company,Thunderstruck Coffee Porter,Robust Porter,Winter,5.8,Porter
Highland Brewing Company,Topsail,American-Style India Pale Ale,,,IPA
Highland Brewing Company,Topsail Pale Ale,American-Style Pale Ale,,,Pale Ale
Highland Brewing Company,Young Grasshopper,American-Style Pale Ale,Summer,,Pale Ale
Wise Man Brewing,Dance In The Sun,German-Style Kölsch / Köln-Style Kölsch,,4.9,Other
One World Brewing,Black Cherry Stout,American-Style Stout,,6.4,Stout
One World Brewing,Black Wolf Smoked Stout,Smoke Beer (Lager or Ale),,6.3,Other
One World Brewing,Mini-Mosaic,American-Style India Pale Ale,,5.8,IPA
One World Brewing,Mountain High,American-Style Pale Ale,,7.2,Pale Ale
One World Brewing,Saison Of Love,French & Belgian-Style Saison,,7.8,Saison
Legion Brewing,Apple Bottom Trees,American-Style Sour Ale,,,Ale
Legion Brewing,Banjo The Sea Monkey,American-Style Sour Ale,,5.4,Ale
Legion Brewing,Basil and the Bees,French & Belgian-Style Saison,,7.0,Saison
Legion Brewing,Battle of the Berries,French & Belgian-Style Saison,,6.6,Saison
Legion Brewing,Berry Fairy,French & Belgian-Style Saison,,5.5,Saison
Legion Brewing,Black Oat,Oatmeal Stout,,6.5,Stout
Legion Brewing,Buddy's Brown Ale,American-Style Brown Ale,,6.5,Ale
Legion Brewing,"Cantaloupe, Won’t Elope",Fruit Wheat Ale or Lager with or without Yeast,,5.8,Other
Legion Brewing,Carolina Sparkle Party,Berliner-Style Weisse (Wheat),,4.0,Other
Legion Brewing,Cherry Go Round,Leipzig-Style Gose,,,Other
Legion Brewing,Cow Tipper,Sweet or Cream Stout,,6.6,Stout
Legion Brewing,Crease Monkey,South German-Style Hefeweizen / Hefeweissbier,,5.0,Hefeweizen
Legion Brewing,Daisy Chain,American-Style India Pale Ale,,5.9,IPA
Legion Brewing,Dos Amigos,Vienna-Style Lager,,5.0,Lager
Legion Brewing,Earthbound and Down,Belgian-Style Blonde Ale,,7.3,Ale
Legion Brewing,Easy Rye-der,American-Style India Pale Ale,,7.9,IPA
Legion Brewing,Freedom Park Pale Ale,American-Style Pale Ale,,5.2,Pale Ale
Legion Brewing,Ginseng is for Lovers,Contemporary Gose,,5.4,Other
Legion Brewing,Girls Gose Wild,Leipzig-Style Gose,,4.6,Other
Legion Brewing,Green Cow,Imperial or Double India Pale Ale,,7.9,IPA
Legion Brewing,Hot Fuzz (Jalapeno-Peach Sour),American-Style Sour Ale,,5.7,Ale
Legion Brewing,Jenny Girl,American-Style Stout,,6.8,Stout
Legion Brewing,Juan Direction,Contemporary Gose,,4.3,Other
Legion Brewing,Juicy Jay,American-Style India Pale Ale,,7.0,IPA
Legion Brewing,Maple Canyon,American-Style Brown Ale,,5.7,Ale
Legion Brewing,Midwood Funk You Up,American-Style Sour Ale,,5.9,Ale
Legion Brewing,Naughty by Nectar,American-Style India Pale Ale,,7.0,IPA
Legion Brewing,Oaktoberfest,American-Style Märzen / Oktoberfest,,5.7,Other
Legion Brewing,Peppa King Porter,Brown Porter,,6.3,Porter
Legion Brewing,Persephone,French & Belgian-Style Saison,Year Round,5.4,Saison
Legion Brewing,Project Pils,American-Style Pilsener,,4.8,Other
Legion Brewing,Razzie Fresh,French & Belgian-Style Saison,,7.0,Saison
Legion Brewing,"Red Rover, Red Rover",Irish-Style Red Ale,,5.5,Ale
Legion Brewing,Rise And Grind,Brown Porter,,7.1,Porter
Legion Brewing,Slainte,Classic Irish-Style Dry Stout,,6.0,Stout
Legion Brewing,Slow Boat to India,Session India Pale Ale,,4.0,IPA
Legion Brewing,Sunny Day Saison,French & Belgian-Style Saison,,8.0,Saison
Legion Brewing,System of a Brown,American-Style Brown Ale,,5.2,Ale
Legion Brewing,The Jungle Bock,South German-Style Weizenbock / Weissbock,,8.0,Other
Legion Brewing,Weekend Warrior V2,American-Style Pilsener,,4.3,Other
Legion Brewing,Winnie the Brew,Imperial or Double India Pale Ale,,10.2,IPA
Legion Brewing,Wittastic Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,,4.7,Other
Bull City Burger and Brewery,Bartlett's Ordinary,Ordinary Bitter,,,Other
Bull City Burger and Brewery,Bennett,Extra Special Bitter,,,Other
Bull City Burger and Brewery,BIPA,American-Style India Pale Ale,,7.5,IPA
Bull City Burger and Brewery,Boars,Specialty Beer,,,Other
Bull City Burger and Brewery,Bonnie Brae,Specialty Beer,,,Other
Bull City Burger and Brewery,Bountiful Backyard Ale,Specialty Beer,,,Other
Bull City Burger and Brewery,Bryant Bridge Gateway,Golden or Blonde Ale,,4.0,Ale
Bull City Burger and Brewery,Bull's,American-Style India Pale Ale,,,IPA
Bull City Burger and Brewery,Bullock Bock,Specialty Beer,,,Other
Bull City Burger and Brewery,Capt. Heef-haw,Specialty Beer,,,Other
Bull City Burger and Brewery,DPAC,South German-Style Dunkel Weizen / Dunkel Weissbier,,,Other
Bull City Burger and Brewery,Harvest,Specialty Beer,,9.0,Other
Bull City Burger and Brewery,Honeycutt,Sweet or Cream Stout,,,Stout
Bull City Burger and Brewery,Honorable Bell's Big Brown,American-Style Brown Ale,,,Ale
Bull City Burger and Brewery,HSAWAKNOW,Specialty Beer,,,Other
Bull City Burger and Brewery,Jack Tar,American-Style Stout,,,Stout
Bull City Burger and Brewery,Liberty Summer,American-Style Amber/Red Ale,,,Ale
Bull City Burger and Brewery,Littlen Horny,Golden or Blonde Ale,,,Ale
Bull City Burger and Brewery,Malbourne,Specialty Beer,,,Other
Bull City Burger and Brewery,Merrick,German-Style Märzen,,,Other
Bull City Burger and Brewery,Morven's Alley,American-Style India Pale Ale,,8.0,IPA
Bull City Burger and Brewery,Movamber,American-Style Amber/Red Ale,,,Ale
Bull City Burger and Brewery,Parrish St. Ale,American-Style Pale Ale,,4.5,Pale Ale
Bull City Burger and Brewery,Pigmeat Markham,Smoke Beer (Lager or Ale),,,Other
Bull City Burger and Brewery,Pratt,American-Style Pilsener,,,Other
Bull City Burger and Brewery,Pro Bono Publico,Brown Porter,,,Porter
Bull City Burger and Brewery,Reel Amber,American-Style Amber/Red Ale,,,Ale
Bull City Burger and Brewery,Regulator,American-Style Lager,,,Lager
Bull City Burger and Brewery,Rhine ESP,Specialty Beer,,,Other
Bull City Burger and Brewery,Rogers,American-Style Lager,,,Lager
Bull City Burger and Brewery,Snow Hill,Specialty Beer,,7.5,Other
Bull City Burger and Brewery,Starlite Black Nite,Specialty Beer,,,Other
Bull City Burger and Brewery,Stierstadt,American-Style Lager,,,Lager
Bull City Burger and Brewery,Stonewall Jackson,American-Style Brown Ale,,,Ale
Bull City Burger and Brewery,Taurus Triple,Belgian-Style Tripel,,9.0,Other
Bull City Burger and Brewery,Viola,Specialty Beer,,,Other
Bull City Burger and Brewery,Watts,Oatmeal Stout,,,Stout
Bull City Burger and Brewery,Youngen Horny,Specialty Beer,,9.0,Other
Lost Province Brewing Co,3333′ Imperial IPA,Imperial or Double India Pale Ale,Year Round,8.7,IPA
Lost Province Brewing Co,Alpine Meadows Saison,French & Belgian-Style Saison,Year Round,7.9,Saison
Lost Province Brewing Co,Bald Guy Breakfast Stout,Oatmeal Stout,,,Stout
Lost Province Brewing Co,Brothers Mason Dubbel,Belgian-Style Dubbel,,7.9,Other
Lost Province Brewing Co,Compass Rose Amber,American-Style Amber/Red Ale,,5.5,Ale
Lost Province Brewing Co,Councill's Store Cream Ale,American-Style Cream Ale or Lager,,5.4,Lager
Lost Province Brewing Co,Downtown Nut Brown,English-Style Brown Ale,,4.5,Ale
Lost Province Brewing Co,Lost Province IPA,American-Style India Pale Ale,Year Round,6.7,IPA
Lost Province Brewing Co,St. Nick's Reward,Old Ale,,6.6,Ale
Lost Province Brewing Co,The Golden Ticket Chocolate Porter,Brown Porter,,5.0,Porter
Lost Province Brewing Co,The Lost Rye-Der,American-Style Pale Ale,,5.5,Pale Ale
Lost Province Brewing Co,The Tubby Monk,Belgian-Style Dark Strong Ale,,8.4,Ale
Lost Province Brewing Co,Wildberry Saison,French & Belgian-Style Saison,,,Saison
Good Hops Brewing LLC,Donna Golden Ale,Golden or Blonde Ale,,5.2,Ale
Good Hops Brewing LLC,Good Hops IPA,American-Style India Pale Ale,,5.5,IPA
Good Hops Brewing LLC,Hoppertone Double IPA,Imperial or Double India Pale Ale,Year Round,7.5,IPA
Oak & Dagger Public House,Coole Beans,Coffee-Flavored Beer,,6.3,Other
Oak & Dagger Public House,Crystal Dagger,South German-Style Kristall Weizen / Kristall Weissbier,,4.6,Other
Oak & Dagger Public House,When Life Gives You Hops... Make Lemons?,Gluten-Free Beer,Summer,4.0,Other
Flat Top Brewing Company,Profile Pale Ale,American-Style Pale Ale,,5.4,Pale Ale
Flat Top Brewing Company,Ryedalong,American-Style Black Ale,,6.7,Ale
Ole Shed Brewing Company,Haystack IPA,American-Style India Pale Ale,Year Round,6.2,IPA
Ole Shed Brewing Company,Honey Do Golden Ale,Golden or Blonde Ale,Seasonal,4.3,Ale
